bar,drinker
"Nifty Branch Inn","Shirley Liberatore"
"Nimble Stream Pub","Shirley Liberatore"
"Nimble Squash","Shirley Liberatore"
"Snobbish Jackal Inn","Shirley Mays"
"Smelly Crane Tavern","Shirley Mays"
"Nimble Stream Pub","Shirley Meyer"
"Nimble Squash","Shirley Meyer"
"Clean Bed Inn","Shirley Moshier"
"Chunky Hawks Tavern","Shirley Moshier"
"New Spider Bar","Shirley Nelke"
"Nervous Jaguar Inn","Shirley Nelke"
"Magnificent Dark Elf Bar","Shirley Ortiz"
"Middle Cushion Bar","Shirley Ortiz"
"Iron Turkey","Shirley Palacios"
"Unusual Truffle","Shirley Rhodes"
"Incredible Sailboat Pub","Shirley Risner"
"Armed Pudding Bar","Shirley Rosado"
"Different Kumquat Pub","Shirley Sanchez"
"Dizzy Lemon Lounge","Shirley Sanchez"
"Discreet Elderberry Pub","Shirley Sanchez"
"Poor Bats Inn","Shirley Seitz"
"Nimble Stream Pub","Shirley Smith"
"Regular Drum Tavern","Shirley Weller"
"Amused Lemon Parlor","Shirley Williams"
"Ye Olde Lord Bar","Shirley Williams"
"Wrong Whip Bar","Shirley Williams"
"Hungry Vanilla Bean Tavern","Shirley Windus"
"Hypnotic Gate Tavern","Shirley Windus"
"Iron Tigress Inn","Shonda Bush"
"Iron Library Tavern","Shonda Bush"
"Jealous Fiddle Pub","Shonna Ramirez"
"Jaded Pants Pub","Shonna Ramirez"
"Deep Flute Bar","Sibyl Walker"
"Dandy Cloud Bistro","Sibyl Walker"
"Daily Barracuda Inn","Sibyl Walker"
"Iron Library Tavern","Silvia Branner"
"Safe Palm Inn","Silvia Kelly"
"Scared Crossbow Tavern","Silvia Kelly"
"Uneven Ants Tavern","Silvia Thiel"
"Ugliest Pants Tavern","Silvia Thiel"
"Steel Elf","Simon James"
"Spirited Brew Saloon","Simon James"
"Steel Yew","Simon James"
"Iron Turkey","Simon Martinez"
"Ivory Lamb Pub","Simon Martinez"
"Ugliest Pants Tavern","Simon Reynolds"
"Iron Library Tavern","Socorro Evenson"
"Gifted Pillow Inn","Socorro Giannetti"
"Full Guitar","Socorro Giannetti"
"Gifted Zebra Tavern","Socorro Giannetti"
"Dandy Cloud Bistro","Sofia Schmidt"
"Daily Barracuda Inn","Sofia Schmidt"
"Keen Snail Bar","Solomon Hodges"
"Jealous Fiddle Pub","Solomon Hodges"
"Jaded Pants Pub","Solomon Hodges"
"Triangular Pegasus Inn","Solomon Keesee"
"Thundering Table Inn","Solomon Keesee"
"Twelve Spider Inn","Somer Tweed"
"Sudden Dragon Bar","Son Brown"
"Sweet And Sour Castle Bar","Son Brown"
"Ye Olde Lord Bar","Sondra Ezell"
"Natural Squash Tavern","Sondra Pokorney"
"Needy Mind Tavern","Sondra Pokorney"
"Naughty Bean Inn","Sondra Pokorney"
"Absent Snow","Sondra Zaldana"
Anchor,"Sondra Zaldana"
"Hot Cup Inn","Sonia Sanmiguel"
"Hoppy Apple Brewhouse","Sonia Sanmiguel"
"Hungry Skunks Bar","Sonia Sanmiguel"
"Wild Hag Bar","Sonia Thomas"
"Windy Harp","Sonia Thomas"
"Little Elixir Club","Sonia Wease"
"Windy Harp","Sonny Wellenstein"
"Wild Hag Bar","Sonny Wellenstein"
"Wretched Grape Inn","Sonny Wellenstein"
"Original Acorn Roadhouse","Sonya Pearson"
"Original Horse Brewpub","Sonya Pearson"
"Double Swan Tavern","Sophia Delacruz"
"Dramatic Crabs","Sophia Delacruz"
"Lively Elf","Spencer Johnson"
"Sudden Dragon Bar","Spencer Korpal"
"Sweet And Sour Castle Bar","Spencer Korpal"
"Sudden Octopus","Spencer Korpal"
"Jealous Fiddle Pub","Spencer Norris"
"Keen Snail Bar","Spencer Norris"
"Jaded Pants Pub","Spencer Norris"
"Admiral Benbow Inn","Spencer Smith"
"Absent Snow","Spencer Smith"
"Armed Pudding Bar","Stacey Brown"
"Safe Palm Inn","Stacey Fraizer"
"Scared Crossbow Tavern","Stacey Fraizer"
"Scary Kiwi","Stacey Fraizer"
Anchor,"Stacey Kennedy"
"Absent Snow","Stacey Kennedy"
"Admiral Benbow Inn","Stacey Kennedy"
"Proud Spiders","Stacey Knight"
"Tasty Fairy Tavern","Stacey Laman"
"Original Acorn Roadhouse","Stacey Mccloskey"
"Proud Spiders","Stacey Moore"
"Steel Elf","Stacey Pina"
"Spirited Brew Saloon","Stacey Pina"
"Fascinated Chick Pub","Stacey Rutski"
"Dramatic Crabs","Staci Tate"
"Shattered Oak","Stacie Sartor"
"Original Acorn Roadhouse","Stacie Yeh"
"Original Horse Brewpub","Stacie Yeh"
"Hot Cup Inn","Stacy Coughlin"
"Hungry Skunks Bar","Stacy Coughlin"
"Hoppy Apple Brewhouse","Stacy Coughlin"
"Crooked Sailor Ale House","Stacy Guthrie"
"Dandy Cloud Bistro","Stacy Hatfield"
"Scary Kiwi","Stacy Holley"
"Safe Palm Inn","Stacy Holley"
"Safe Palm Inn","Stacy Johnson"
"Famous Tiger Pub","Stacy Lowder"
"Fascinated Demon Pub","Stacy Lowder"
"Fascinated Chick Pub","Stacy Lowder"
"Perfect Rabbit Tavern","Stacy Madison"
"Poor Bats Inn","Stacy Madison"
"Rainy Lime Tavern","Stacy Roberson"
"Skinny Guitar","Stacy Rodriguez"
"Sudden Dragon Bar","Stacy Schaffer"
"Sweet And Sour Castle Bar","Stacy Schaffer"
"Sudden Octopus","Stacy Schaffer"
"Spirited Brew Saloon","Stacy Soto"
"Steel Yew","Stacy Soto"
"Iron Turkey","Stacy Vo"
"Lying Explorer Tavern","Stan Schubbe"
"Middle Cushion Bar","Stan Schubbe"
"Magnificent Dark Elf Bar","Stan Schubbe"
"Uneven Ants Tavern","Stan Summerlin"
"Twelve Spider Inn","Stan Summerlin"
"Ugliest Pants Tavern","Stan Summerlin"
"Spicy Cats Tavern","Stan Yeend"
"Sour Axe Bar","Stan Yeend"
"Loud Elderberry Bar","Stanley Daugherty"
"Lonely Snowdrop","Stanley Daugherty"
"Lively Elf","Stanley Daugherty"
"Lying Explorer Tavern","Stanley Fuoco"
"Teeny Gauntlet Bar","Stanley Kues"
"Triangular Pegasus Inn","Stanley Kues"
"Thundering Table Inn","Stanley Kues"
"Ivory Lamb Pub","Stanley Ramirez"
"Bloody Lady","Stanley Rhodes"
"Best Stick Tavern","Stanley Rhodes"
"Interesting Trumpet Inn","Stanley Scheele"
"Iron Library Tavern","Stanley Scheele"
"Jealous Fiddle Pub","Stanley Snyder"
"Fascinated Demon Pub","Stanley Washington"
"Fascinated Chick Pub","Stanley Washington"
"Famous Tiger Pub","Stanley Washington"
"Foamy Cave","Stanton Vest"
"Fluffy Husband","Stanton Vest"
"Fearless Drum Bar","Stanton Vest"
"Cheap Vampire","Starla Landrus"
"Chubby Badger Pub","Starla Landrus"
"Chinese Oak","Starla Landrus"
"Nifty Branch Inn","Stefanie Kalberer"
"Nimble Squash","Stefanie Kalberer"
"Nimble Stream Pub","Stefanie Kalberer"
"Russian Otter Pub","Stefanie Mcmillan"
"Impossible Fire","Stella Nageotte"
"Incredible Sailboat Pub","Stella Nageotte"
"Hissing Ocean Bar","Stephan Joyce"
"Lively Elf","Stephan Morlock"
"Loud Elderberry Bar","Stephan Morlock"
"Keen Snail Bar","Stephanie Anderson"
"Jealous Fiddle Pub","Stephanie Anderson"
"Jaded Pants Pub","Stephanie Anderson"
"Twelve Spider Inn","Stephanie Bruns"
"Uneven Ants Tavern","Stephanie Bruns"
"Bloody Lady","Stephanie Campbell"
"Awful Salmon Bar","Stephanie Campbell"
"Jealous Fiddle Pub","Stephanie Castaneda"
"Keen Snail Bar","Stephanie Castaneda"
"Atomic Liquors","Stephanie Cook"
"Cheap Vampire","Stephanie Cross"
"Chinese Oak","Stephanie Cross"
"Chubby Badger Pub","Stephanie Cross"
"Lively Elf","Stephanie Curtis"
"Safe Palm Inn","Stephanie Depierre"
"Scared Crossbow Tavern","Stephanie Depierre"
"Peaceful Bison","Stephanie Douglas"
"Overrated Pigeons Pub","Stephanie Douglas"
"Poor Bats Inn","Stephanie Fogel"
"Perfect Rabbit Tavern","Stephanie Fogel"
"Iron Turkey","Stephanie Foster"
"Ivory Lamb Pub","Stephanie Foster"
"Itchy Cheetah Bar","Stephanie Foster"
"Crooked Sailor Ale House","Stephanie Foucault"
"Courageous Lyre Bar","Stephanie Foucault"
"Famous Tiger Pub","Stephanie Gamez"
"Fascinated Chick Pub","Stephanie Gamez"
"Fascinated Demon Pub","Stephanie Gamez"
"Absent Snow","Stephanie Gaskins"
"Amused Lemon Parlor","Stephanie Gloden"
"Ye Olde Lord Bar","Stephanie Gloden"
"Armed Pudding Bar","Stephanie Hanley"
"Atomic Liquors","Stephanie Harris"
"Assorted Dandelion Bar","Stephanie Harris"
"Wretched Grape Inn","Stephanie Hyatt"
"Windy Harp","Stephanie Hyatt"
"Gifted Zebra Tavern","Stephanie Jauregui"
"Gifted Pillow Inn","Stephanie Jauregui"
"Full Guitar","Stephanie Jauregui"
"Mixing Demon Pub","Stephanie Jenkins"
"Natural Leopard","Stephanie Jenkins"
"Molten Ants Bar","Stephanie Jenkins"
"Cheap Vampire","Stephanie Jones"
"Chubby Badger Pub","Stephanie Jones"
"Chinese Oak","Stephanie Jones"
"Hungry Turtle Pub","Stephanie Lamb"
"Hypnotic Gate Tavern","Stephanie Lamb"
"Hungry Vanilla Bean Tavern","Stephanie Lamb"
"Itchy Cheetah Bar","Stephanie Lord"
"Iron Turkey","Stephanie Lord"
"Mixing Demon Pub","Stephanie Louis"
"Dramatic Crabs","Stephanie Mauldin"
"Molten Ants Bar","Stephanie Meier"
"Natural Leopard","Stephanie Meier"
"Mixing Demon Pub","Stephanie Meier"
"Quickest Doves","Stephanie Mikasa"
"Rainy Lime Tavern","Stephanie Mikasa"
"Real Shark Inn","Stephanie Mikasa"
"Bloody Lady","Stephanie Navarro"
"Loud Elderberry Bar","Stephanie Price"
"Lively Elf","Stephanie Price"
"Itchy Cheetah Bar","Stephanie Rowell"
"Absent Snow","Stephanie Savage"
Anchor,"Stephanie Savage"
"Admiral Benbow Inn","Stephanie Savage"
"Skinny Guitar","Stephanie Smith"
"Shouting Snake Inn","Stephanie Smith"
"Shattered Oak","Stephanie Smith"
"Nimble Squash","Stephanie Tidwell"
"Scary Kiwi","Stephanie Turner"
"Brave Olive Pub","Stephanie Vroman"
"Busy Bachelor Bar","Stephanie Vroman"
"Harsh Flame Tavern","Stephanie Wardinsky"
"Natural Leopard","Stephanie Wilson"
"Molten Ants Bar","Stephanie Wilson"
"Mixing Demon Pub","Stephanie Wilson"
"Hungry Skunks Bar","Stephanie Woods"
"Hot Cup Inn","Stephanie Woods"
"Scary Kiwi","Stephen Adams"
"Scared Crossbow Tavern","Stephen Adams"
"Safe Palm Inn","Stephen Adams"
"Skinny Guitar","Stephen Baker"
"Gray City","Stephen Barnfield"
"Loud Elderberry Bar","Stephen Britt"
"Loud Elderberry Bar","Stephen Brown"
"Safe Palm Inn","Stephen Campisi"
"Scary Kiwi","Stephen Campisi"
"Scared Crossbow Tavern","Stephen Campisi"
"Shattered Oak","Stephen Freeman"
"Skinny Guitar","Stephen Freeman"
"Incredible Sailboat Pub","Stephen Gay"
"Icky Elephants Tavern","Stephen Gay"
"Foamy Cave","Stephen Henry"
"Fluffy Husband","Stephen Henry"
Anchor,"Stephen Hull"
"Admiral Benbow Inn","Stephen Hull"
"Absent Snow","Stephen Hull"
"Bloody Lady","Stephen Laskoski"
"Best Stick Tavern","Stephen Laskoski"
"Assorted Dandelion Bar","Stephen Leggitt"
"Armed Pudding Bar","Stephen Leggitt"
"Blue City","Stephen Metcalf"
"Keen Snail Bar","Stephen Michel"
"Iron Library Tavern","Stephen Ober"
"Iron Tigress Inn","Stephen Ober"
"Interesting Trumpet Inn","Stephen Ober"
"Dizzy Lemon Lounge","Stephen Oswald"
"Ruthless Chestnut","Stephen Page"
"Rusty Sailor Outpost","Stephen Page"
"Wicked Stream","Stephen Prescott"
"Sudden Dragon Bar","Stephen Price"
"Sweet And Sour Castle Bar","Stephen Price"
"Sudden Octopus","Stephen Price"
"Original Acorn Roadhouse","Stephen Salazar"
"Original Horse Brewpub","Stephen Salazar"
"Hoppy Apple Brewhouse","Stephen Salstrom"
"Hungry Skunks Bar","Stephen Salstrom"
"Hot Cup Inn","Stephen Salstrom"
"Jaded Pants Pub","Stephen Stedman"
"Itchy Cheetah Bar","Stephen Stine"
"Ivory Lamb Pub","Stephen Stine"
"Atomic Liquors","Stephen Watson"
"Courageous Lyre Bar","Stephenie Harris"
"Courageous Melon","Stephenie Harris"
"Crooked Sailor Ale House","Stephenie Harris"
"Hidden Table Brewpub","Steve Becker"
"Hissing Ocean Bar","Steve Becker"
"Hidden Lady Parlor","Steve Becker"
"Mixing Demon Pub","Steve Connally"
"Teeny Gauntlet Bar","Steve Cormier"
"Thundering Table Inn","Steve Cormier"
"Skinny Guitar","Steve Dougan"
"Shattered Oak","Steve Dougan"
"Shouting Snake Inn","Steve Dougan"
"Blue City","Steve Gonzalez"
"Busy Bachelor Bar","Steve Gonzalez"
"Windy Harp","Steve Hartshorne"
"Wild Hag Bar","Steve Hartshorne"
"Wretched Grape Inn","Steve Hartshorne"
"Hidden Table Brewpub","Steve Kroetch"
"Hissing Ocean Bar","Steve Kroetch"
"Foamy Cave","Steve Levitsky"
"Deep Flute Bar","Steve Lewis"
"Daily Barracuda Inn","Steve Lewis"
"Dandy Cloud Bistro","Steve Lewis"
"Iron Library Tavern","Steve Lonergan"
"Interesting Trumpet Inn","Steve Lonergan"
"Natural Leopard","Steve Long"
"Different Kumquat Pub","Steve Mainella"
"Dizzy Lemon Lounge","Steve Mainella"
"Nimble Stream Pub","Steve Milton"
"Different Kumquat Pub","Steve Nielsen"
"Shattered Oak","Steve Phillips"
"Rainy Lime Tavern","Steve Riggings"
"Quickest Doves","Steve Riggings"
"Real Shark Inn","Steve Riggings"
"Purple Pint Bar and Grille","Steven Anderson"
"Proud Spiders","Steven Anderson"
"Psychotic Seadog","Steven Anderson"
"Steel Yew","Steven Binion"
"Spirited Brew Saloon","Steven Binion"
"Shouting Snake Inn","Steven Blount"
"Absent Snow","Steven Bouy"
Anchor,"Steven Bouy"
"Admiral Benbow Inn","Steven Bouy"
"Steel Yew","Steven Cardona"
"Hungry Turtle Pub","Steven Chappell"
"Hungry Vanilla Bean Tavern","Steven Chappell"
"Hypnotic Gate Tavern","Steven Chappell"
Anchor,"Steven Clifton"
"Absent Snow","Steven Clifton"
"Famous Tiger Pub","Steven Cohn"
"Outrageous Sailboat Inn","Steven Curran"
"Original Horse Brewpub","Steven Curran"
"Middle Cushion Bar","Steven Dagel"
"Lying Explorer Tavern","Steven Dagel"
"Chinese Oak","Steven Dangelo"
"Cheap Vampire","Steven Dangelo"
"Brave Olive Pub","Steven Evans"
"Incredible Sailboat Pub","Steven Frazier"
"Impossible Fire","Steven Frazier"
"Courageous Melon","Steven Gier"
"Courageous Lyre Bar","Steven Gier"
"Real Shark Inn","Steven Gray"
"Bloody Lady","Steven Haynes"
"Best Stick Tavern","Steven Haynes"
"Awful Salmon Bar","Steven Haynes"
"Original Acorn Roadhouse","Steven Hickman"
"Jaded Pants Pub","Steven Hook"
"Jealous Fiddle Pub","Steven Hook"
"Keen Snail Bar","Steven Hook"
"Ruthless Chestnut","Steven Jones"
"Russian Otter Pub","Steven Jones"
"Wrong Whip Bar","Steven Kearney"
"Ye Olde Lord Bar","Steven Kearney"
"New Spider Bar","Steven Knoy"
"Deep Glass Bar","Steven Liesmann"
"Scared Crossbow Tavern","Steven Liles"
"Scary Kiwi","Steven Liles"
"Latino Magpie","Steven Mackie"
"Fascinated Demon Pub","Steven Mckeon"
"Fascinated Chick Pub","Steven Mckeon"
"Gifted Pillow Inn","Steven Mendez"
"Full Guitar","Steven Mendez"
"Gifted Zebra Tavern","Steven Mendez"
"Pleasant Parrot Tavern","Steven Nye"
"Windy Harp","Steven Olsen"
"Needy Mind Tavern","Steven Palmer"
"Shattered Oak","Steven Peterson"
"Shouting Snake Inn","Steven Peterson"
"Steel Elf","Steven Petrey"
"Incredible Sailboat Pub","Steven Rogers"
"Rainy Lime Tavern","Steven Saumier"
"Discreet Elderberry Pub","Steven Sisson"
"Dizzy Lemon Lounge","Steven Sisson"
"Original Horse Brewpub","Steven Sloan"
"Outrageous Sailboat Inn","Steven Sloan"
"Jealous Fiddle Pub","Steven Smith"
"Oceanic Knight Inn","Steven Tatsch"
"Organic Buffalo Bar","Steven Tatsch"
"Mixing Demon Pub","Steven Tebow"
"Atomic Liquors","Steven Wells"
"Spicy Cats Tavern","Stuart Copeland"
"Assorted Dandelion Bar","Stuart Miller"
"Atomic Liquors","Stuart Miller"
"Armed Pudding Bar","Stuart Miller"
"New Spider Bar","Sue Bell"
"Best Stick Tavern","Sue Coffey"
"Awful Salmon Bar","Sue Coffey"
"Bloody Lady","Sue Coffey"
"Iron Library Tavern","Sue Franklin"
"Iron Tigress Inn","Sue Franklin"
"Assorted Dandelion Bar","Sue Leone"
"Armed Pudding Bar","Sue Leone"
"Atomic Liquors","Sue Leone"
"Hungry Skunks Bar","Sue Musgrove"
"Hot Cup Inn","Sue Musgrove"
"Brave Olive Pub","Sue Ordonez"
"Busy Bachelor Bar","Sue Ostrander"
"Brave Olive Pub","Sue Ostrander"
"Outrageous Sailboat Inn","Sue Swanson"
"Ye Olde Lord Bar","Summer Goicoechea"
"Amused Lemon Parlor","Summer Goicoechea"
"Fearless Drum Bar","Sung Puglia"
"Atomic Liquors","Susan Bailey"
"Assorted Dandelion Bar","Susan Bailey"
"Armed Pudding Bar","Susan Bailey"
"Courageous Melon","Susan Baugher"
"Jealous Fiddle Pub","Susan Brown"
"Jaded Pants Pub","Susan Brown"
"Keen Snail Bar","Susan Brown"
"Lonely Snowdrop","Susan Buckland"
"Loud Elderberry Bar","Susan Buckland"
"Lively Elf","Susan Buckland"
"Skinny Guitar","Susan Callison"
"Shouting Snake Inn","Susan Callison"
"Nervous Jaguar Inn","Susan Carlisle"
"New Spider Bar","Susan Carlisle"
"Nervous Mountain Inn","Susan Carlisle"
"Gypsy Root Roadhouse","Susan Carver"
"Harsh Flame Tavern","Susan Carver"
"Interesting Trumpet Inn","Susan Coble"
"Iron Tigress Inn","Susan Coble"
"Deep Glass Bar","Susan Couch"
"Diamond Turtle Inn","Susan Couch"
"Deep Lantern","Susan Couch"
"Tacky Lyre Pub","Susan Davis"
"Tasty Fairy Tavern","Susan Davis"
"Perfect Rabbit Tavern","Susan Dennis"
"Pleasant Parrot Tavern","Susan Dennis"
"Poor Bats Inn","Susan Dennis"
"Molten Ants Bar","Susan Donovan"
"Responsible Chair","Susan Dusseault"
"Rich Tauren Bar","Susan Dusseault"
"Regular Drum Tavern","Susan Dusseault"
"Windy Harp","Susan Eckert"
"Spinning Nomad Ale House","Susan Ewing"
"Interesting Trumpet Inn","Susan Farmer"
Anchor,"Susan Foster"
"Psychotic Seadog","Susan Gaines"
"Proud Spiders","Susan Gaines"
"Amused Lemon Parlor","Susan Galdames"
"Wrong Whip Bar","Susan Galdames"
"Oceanic Woodpecker Inn","Susan Gilbert"
"Skinny Guitar","Susan Kendall"
"Shattered Oak","Susan Kendall"
"Needy Mind Tavern","Susan Lacy"
"Naughty Bean Inn","Susan Lacy"
"Natural Squash Tavern","Susan Lacy"
"Poor Bats Inn","Susan Le"
"Sour Axe Bar","Susan Leuthold"
"Spinning Nomad Ale House","Susan Leuthold"
"Spicy Cats Tavern","Susan Leuthold"
"Iron Tigress Inn","Susan Longsworth"
"Iron Library Tavern","Susan Longsworth"
"Sweet And Sour Castle Bar","Susan Maleh"
"Assorted Dandelion Bar","Susan Marcum"
"Atomic Liquors","Susan Marcum"
"Purple Pint Bar and Grille","Susan Mayfield"
"Proud Spiders","Susan Mayfield"
"Psychotic Seadog","Susan Mayfield"
"Cheap Vampire","Susan Mccray"
"Chubby Badger Pub","Susan Mccray"
"Little Elixir Club","Susan Mercardo"
"Laughing Elephant Tavern","Susan Mercardo"
"Hungry Skunks Bar","Susan Morris"
"Hoppy Apple Brewhouse","Susan Morris"
"Hot Cup Inn","Susan Morris"
"Different Kumquat Pub","Susan Olson"
"Swift Angels Pub","Susan Paige"
"Tacky Lyre Pub","Susan Paige"
"Perfect Rabbit Tavern","Susan Pettiford"
"Pleasant Parrot Tavern","Susan Pettiford"
"Crooked Sailor Ale House","Susan Pinedo"
"Courageous Lyre Bar","Susan Pinedo"
"Spinning Nomad Ale House","Susan Price"
"Sour Axe Bar","Susan Price"
"Spicy Cats Tavern","Susan Price"
"Ruthless Chestnut","Susan Ramiez"
"Russian Otter Pub","Susan Ramiez"
"Rusty Sailor Outpost","Susan Ramiez"
"Jealous Fiddle Pub","Susan Ramirez"
"Jaded Pants Pub","Susan Ramirez"
"Wicked Stream","Susan Roblez"
"Unusual Truffle","Susan Roblez"
"Venomous River Inn","Susan Roblez"
"Chunky Hawks Tavern","Susan Schaller"
"Clever Child","Susan Schaller"
"Clean Bed Inn","Susan Schaller"
"Iron Library Tavern","Susan Scott"
"Iron Tigress Inn","Susan Scott"
"Interesting Trumpet Inn","Susan Scott"
"Oceanic Knight Inn","Susan Stinson"
"Organic Buffalo Bar","Susan Stinson"
"Oceanic Woodpecker Inn","Susan Stinson"
"Magnificent Dark Elf Bar","Susan Torres"
"Chubby Badger Pub","Susan Turner"
"Swift Angels Pub","Susan Vessell"
"Tacky Lyre Pub","Susan Vessell"
"Spicy Cats Tavern","Susan Walden"
"Mixing Demon Pub","Susan Webb"
"Molten Ants Bar","Susan Webb"
"Overrated Pigeons Pub","Susan Williams"
"Peaceful Bison","Susan Williams"
"Parallel Pegasus Bar","Susan Williams"
"Different Kumquat Pub","Susan Wiseman"
"Dizzy Lemon Lounge","Susan Wiseman"
"Amused Lemon Parlor","Susan Wynn"
"Hidden Table Brewpub","Susan Yang"
"Hissing Ocean Bar","Susan Yang"
"Hidden Lady Parlor","Susan Yang"
"Sore Head","Susana Laschinger"
"Snobbish Jackal Inn","Susana Laschinger"
"Smelly Crane Tavern","Susana Laschinger"
"Empty Snapdragon Pub","Susanne Doyle"
"Triangular Pegasus Inn","Susie Abbenante"
"Hidden Table Brewpub","Susie Lawson"
"Skinny Guitar","Susie Monn"
"Shattered Oak","Susie Monn"
"Shouting Snake Inn","Susie Monn"
"Wretched Grape Inn","Susie Oneill"
"Wild Hag Bar","Susie Oneill"
"Windy Harp","Susie Oneill"
"Gypsy Root Roadhouse","Suzan Jefferis"
"Hidden Lady Parlor","Suzanne Brown"
"Hissing Ocean Bar","Suzanne Brown"
"Hidden Table Brewpub","Suzanne Brown"
"Nimble Squash","Suzanne Driever"
"Nimble Stream Pub","Suzanne Driever"
"Nifty Branch Inn","Suzanne Driever"
"Regular Drum Tavern","Suzanne Goode"
"Rich Tauren Bar","Suzanne Goode"
"Responsible Chair","Suzanne Goode"
"Nervous Mountain Inn","Suzanne Jimenez"
"New Spider Bar","Suzanne Jimenez"
"Hungry Vanilla Bean Tavern","Suzanne Martin"
"Hypnotic Gate Tavern","Suzanne Martin"
"Hungry Turtle Pub","Suzanne Martin"
"Cheap Vampire","Suzanne Miller"
"Chinese Oak","Suzanne Miller"
"Diamond Turtle Inn","Suzanne Richart"
"Wild Hag Bar","Suzette Daughtrey"
"Deep Lantern","Suzie Jones"
"Deep Glass Bar","Suzie Jones"
"Diamond Turtle Inn","Suzie Jones"
"Hungry Turtle Pub","Sydney Joseph"
"Hungry Vanilla Bean Tavern","Sydney Joseph"
"Discreet Elderberry Pub","Sydney Tarnowski"
"Dizzy Lemon Lounge","Sydney Tarnowski"
"Organic Buffalo Bar","Sylvester Pearson"
"Oceanic Woodpecker Inn","Sylvester Pearson"
"Admiral Benbow Inn","Sylvia Gill"
"Absent Snow","Sylvia Gill"
"Hungry Vanilla Bean Tavern","Sylvia Hatley"
"Hungry Turtle Pub","Sylvia Hatley"
"Hypnotic Gate Tavern","Sylvia Hatley"
"Nervous Jaguar Inn","Sylvia Morin"
"New Spider Bar","Sylvia Morin"
"Nervous Mountain Inn","Sylvia Morin"
"Perfect Rabbit Tavern","Sylvia Russo"
"Pleasant Parrot Tavern","Sylvia Russo"
"Poor Bats Inn","Sylvia Russo"
"Molten Ants Bar","Sylvia Wagner"
"Mixing Demon Pub","Sylvia Wagner"
"Natural Leopard","Sylvia Wagner"
"Venomous River Inn","Takako Walker"
"Unusual Truffle","Takako Walker"
"Wicked Stream","Takako Walker"
"Overrated Pigeons Pub","Talia Leisenring"
"Parallel Pegasus Bar","Talia Leisenring"
"Needy Mind Tavern","Tamara Milam"
"Chunky Hawks Tavern","Tamara Ricketts"
"Ugliest Pants Tavern","Tamara Steele"
"Uneven Ants Tavern","Tamara Steele"
"Poor Bats Inn","Tameka King"
"Perfect Rabbit Tavern","Tameka King"
"Pleasant Parrot Tavern","Tameka King"
"Full Guitar","Tamiko Dupont"
"Safe Palm Inn","Tammi Holt"
"Scary Kiwi","Tammi Holt"
"Scared Crossbow Tavern","Tammi Holt"
"Triangular Pegasus Inn","Tammy Boden"
"Cheap Vampire","Tammy Brown"
"Fascinated Chick Pub","Tammy Burge"
"Famous Tiger Pub","Tammy Burge"
"Fascinated Demon Pub","Tammy Burge"
"Rusty Sailor Outpost","Tammy Cannon"
"Russian Otter Pub","Tammy Cannon"
"Itchy Cheetah Bar","Tammy Garrett"
"Ivory Lamb Pub","Tammy Garrett"
"Loud Elderberry Bar","Tammy Goodrich"
"Lonely Snowdrop","Tammy Goodrich"
"Quickest Doves","Tammy Gordon"
"Rainy Lime Tavern","Tammy Gordon"
"Real Shark Inn","Tammy Gordon"
"Dramatic Crabs","Tammy Grooms"
"Drab Parrots Pub","Tammy Grooms"
"Iron Turkey","Tammy Hager"
"Itchy Cheetah Bar","Tammy Hager"
"Ivory Lamb Pub","Tammy Hager"
"Sudden Octopus","Tammy Jankowiak"
